ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,FullAddress,CensusTract_Fetched
OLDER ADULT CENTER CONTRACTS,C5604,QCH QUEENS CENTER FOR GAY SENIORS (QCGS) OAC (C56),QUEENS COMMUNITY HOUSE INC.,37-06 77th Street,FLUSHING,NY,11372,QUEENS,718-533-6459,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.748907,-73.88902,403.0,25.0,287.0,4029864.0,4012870010.0,Jackson Heights,POINT (-73.88902 40.748907),"37-06 77th Street, FLUSHING, NY 11372",028700
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6001,ROCHDALE VILLAGE NORC (N60),ROCHDALE VILLAGE SOCIAL SERVICES INC,169-65 137TH AVENUE,JAMAICA,NY,11434,QUEENS,718-286-1541,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.672622,-73.770641,412.0,28.0,33402.0,4436348.0,4124950002.0,Springfield Gardens North,POINT (-73.770641 40.672622),"169-65 137TH AVENUE, JAMAICA, NY 11434",033404
OLDER ADULT CENTER CONTRACTS,C8308,JASA STARRETT CITY OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1540 Van Siclen Avenue,BROOKLYN,NY,11239,BROOKLYN,718-642-1010,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.648214,-73.877613,305.0,42.0,105801.0,3343608.0,3044520200.0,Starrett City,POINT (-73.877613 40.648214),"1540 Van Siclen Avenue, BROOKLYN, NY 11239",105801
OLDER ADULT CENTER CONTRACTS,C0202,ALLEN INTERNATIONAL TOWERS AFFILIATE (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,90-20 170th Street,JAMAICA,NY,11432,QUEENS,718-657-5075,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.708578,-73.790579,412.0,27.0,460.0,4209721.0,4098020041.0,Jamaica,POINT (-73.790579 40.708578),"90-20 170th Street, JAMAICA, NY 11432",046000
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5303,HAMILTON MADISON CONFUCIOUS PLAZA NORC (N53),HAMILTON MADISON HOUSE INC,165 PARK ROW (activities and nursing ser,NEW YORK,NY,10038,MANHATTAN,212-349-3724,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.713086,-74.000566,103.0,1.0,27.0,1077407.0,1001170001.0,Chinatown,POINT (-74.000566 40.713086),"165 PARK ROW (activities and nursing ser, NEW YORK, NY 10038",002700
OLDER ADULT CENTER CONTRACTS,W2401,GAYLORD WHITE OAC (W24),UNION SETTLEMENT ASSOCIATION,2029 Second Avenue,NEW YORK,NY,10029,MANHATTAN,212-828-6055,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.789473,-73.943288,111.0,8.0,170.0,1080669.0,1016540011.0,East Harlem South,POINT (-73.943288 40.789473),"2029 Second Avenue, NEW YORK, NY 10029",017000
OLDER ADULT CENTER CONTRACTS,W2202,JASA DREISER (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,177 Dreiser Loop 2nd Flr.,BRONX,NY,10475,BRONX,718-320-1345,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.877087,-73.829619,210.0,12.0,46201.0,2097469.0,2051410500.0,Co-op City,POINT (-73.829619 40.877087),"177 Dreiser Loop 2nd Flr., BRONX, NY 10475",046207
OLDER ADULT CENTER CONTRACTS,C2601,COTHOA LUNCHEON CLUB (C26),COTHOA LUNCHEON CLUB INC,2005 Amsterdam Avenue,NEW YORK,NY,10032,MANHATTAN,212-781-6580,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.834326,-73.940952,112.0,10.0,245.0,1062531.0,1021090003.0,Washington Heights South,POINT (-73.940952 40.834326),"2005 Amsterdam Avenue, NEW YORK, NY 10032",024500
OLDER ADULT CENTER CONTRACTS,2TT01,COPO (2TT),COUNCIL OF PEOPLES ORGANIZATION INC.,1081 Coney Island Avenue,BROOKLYN,NY,11230,BROOKLYN,718-434-3266,Y,,,,,,,,,,,,,,,40.631068,-73.966441,314.0,45.0,528.0,3178916.0,3066860076.0,Flatbush,POINT (-73.966441 40.631068),"1081 Coney Island Avenue, BROOKLYN, NY 11230",052800
OLDER ADULT CENTER CONTRACTS,C8304,JASA CLUB 76 OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,120 West 76th Street,NEW YORK,NY,10023,MANHATTAN,212-712-0170,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.780342,-73.977739,107.0,6.0,161.0,1030146.0,1011470042.0,Upper West Side,POINT (-73.977739 40.780342),"120 West 76th Street, NEW YORK, NY 10023",016100
OLDER ADULT CENTER CONTRACTS,C8306,JASA SCHEUER CONEY ISLAND OAC (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,3601 Surf Ave Brooklyn NY 11224,BROOKLYN,NY,11224,BROOKLYN,718-373-3954,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.573144,-74.001587,313.0,47.0,342.0,3321762.0,3070450031.0,Seagate-Coney Island,POINT (-74.001587 40.573144),"3601 Surf Ave Brooklyn NY 11224, BROOKLYN, NY 11224",034200
OLDER ADULT CENTER CONTRACTS,C1105,BRONXWORKS TWIN PARKS WEST (C11),BRONXWORKS INC,355 EAST 183 Street,BRONX,NY,10458,BRONX,,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.856391,-73.895991,205.0,15.0,38302.0,2092394.0,2031430155.0,Fordham South,POINT (-73.895991 40.856391),"355 EAST 183 Street, BRONX, NY 10458",038301
OLDER ADULT CENTER CONTRACTS,C8312,JASA LUNA PARK ANNEX (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2880 West 12th Street,BROOKLYN,NY,11224,BROOKLYN,718-388-6865,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.577347,-73.979625,313.0,47.0,350.0,3196559.0,3072660060.0,West Brighton,POINT (-73.979625 40.577347),"2880 West 12th Street, BROOKLYN, NY 11224",035000
OLDER ADULT CENTER CONTRACTS,C1705,CCNS OZONE PARK OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,103-02 101st Avenue,JAMAICA,NY,11416,QUEENS,718-847-2100,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.686027,-73.839777,409.0,29.0,112.0,4198392.0,4094210001.0,Richmond Hill,POINT (-73.839777 40.686027),"103-02 101st Avenue, JAMAICA, NY 11416",011200
OLDER ADULT CENTER CONTRACTS,C4201,HOMECREST BENSONHURST OAC & AVE T BROOKLYN (C42),HOMECREST COMMUNITY SERVICES INC,6915 15th Avenue,BROOKLYN,NY,11228,BROOKLYN,718-621-7960,Y,8:00,3:00,8:00,3:00,8:00,3:00,8:00,3:00,8:00,3:00,0:00,0:00,0:00,0:00,40.620826,-73.999701,311.0,38.0,190.0,3156583.0,3061580001.0,Bensonhurst West,POINT (-73.999701 40.620826),"6915 15th Avenue, BROOKLYN, NY 11228",019000
OLDER ADULT CENTER CONTRACTS,C8201,HUDSON GUILD (C82),HUDSON GUILD,119 9th Avenue,NEW YORK,NY,10011,MANHATTAN,212-924-6710,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.743172,-74.00376,104.0,3.0,83.0,1078418.0,1007150010.0,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-74.00376 40.743172),"119 9th Avenue, NEW YORK, NY 10011",008300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6102,COMMONPOINT QUEENS DEEPDALE GARDENS NORC (N61),COMMONPOINT QUEENS,57-17 Marathon Parkway,FLUSHING,NY,11362,QUEENS,718-225-3929,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.75942,-73.731285,411.0,23.0,152902.0,4459800.0,4083370001.0,Douglas Manor-Douglaston-Little Neck,POINT (-73.731285 40.75942),"57-17 Marathon Parkway, FLUSHING, NY 11362",152902
OLDER ADULT CENTER CONTRACTS,C9403,YOUNG ISRAEL PROGRAMS QUEENS VALLEY II (C94),YOUNG ISRAEL PROGRAMS INC,141-55 77th Avenue,FLUSHING,NY,11367,QUEENS,718-263-6995,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.721128,-73.819822,408.0,24.0,77903.0,4143547.0,4066280084.0,Kew Gardens Hills,POINT (-73.819822 40.721128),"141-55 77th Avenue, FLUSHING, NY 11367",077902
OLDER ADULT CENTER CONTRACTS,C2802,CYPRESS HILLS ADULT SOCIAL CLUB (C28),CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC,475 Fountain Avenue,BROOKLYN,NY,11208,BROOKLYN,347-529-7333,Y,8:15,4:15,8:15,4:15,8:15,4:15,8:15,4:15,8:15,4:15,0:00,0:00,0:00,0:00,40.668288,-73.873005,305.0,42.0,1210.0,3337041.0,3042920061.0,East New York,POINT (-73.873005 40.668288),"475 Fountain Avenue, BROOKLYN, NY 11208",121000
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6202,SELFHELP BIG SIX NORC (N62),SELFHELP COMMUNITY SERVICES INC,61-10 QUEENS BLVD.,FLUSHING,NY,11377,QUEENS,718-565-6569,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.741347,-73.903226,402.0,26.0,245.0,4437383.0,4023140100.0,Woodside,POINT (-73.903226 40.741347),"61-10 QUEENS BLVD., FLUSHING, NY 11377",024500
OLDER ADULT CENTER CONTRACTS,C1901,CENTRAL HARLEM KENNEDY (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,34 W 134th Street,NEW YORK,NY,10037,MANHATTAN,212-926-4871,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.812702,-73.939645,110.0,9.0,212.0,1083985.0,1017300016.0,Central Harlem North-Polo Grounds,POINT (-73.939645 40.812702),"34 W 134th Street, NEW YORK, NY 10037",021200
OLDER ADULT CENTER CONTRACTS,C3101,EAST SIDE HOUSE BORINQUEN COURT MITCHEL OAC (C31),EAST SIDE HOUSE INC,295 East 138 Street,BRONX,NY,10454,BRONX,718-665-2168,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.810463,-73.926028,201.0,8.0,39.0,2129115.0,2023140015.0,Mott Haven-Port Morris,POINT (-73.926028 40.810463),"295 East 138 Street, BRONX, NY 10454",003900
OLDER ADULT CENTER CONTRACTS,C2603,M M BETHUNE (C26),COTHOA LUNCHEON CLUB INC,1970 Amsterdam Avenue,NEW YORK,NY,10032,MANHATTAN,646-918-7710,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.83328,-73.94174,112.0,10.0,241.0,1076742.0,1021160033.0,Washington Heights South,POINT (-73.94174 40.83328),"1970 Amsterdam Avenue, NEW YORK, NY 10032",024100
OLDER ADULT CENTER CONTRACTS,W1904,PSS MORRISANIA AIR RIGHTS (W19),PRESBYTERIAN SENIOR SERVICES,3135 Park Avenue,BRONX,NY,10451,BRONX,718-992-2528,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.82415,-73.917164,204.0,16.0,173.0,2100990.0,2024209078.0,East Concourse-Concourse Village,POINT (-73.917164 40.82415),"3135 Park Avenue, BRONX, NY 10451",017300
OLDER ADULT CENTER CONTRACTS,C1202,BCA DYKER HEIGHTS OLDER ADULT CENTER (C12),BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,7201 8th Avenue,BROOKLYN,NY,11228,BROOKLYN,718-622-3333,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.62859,-74.01672,310.0,38.0,132.0,3147565.0,3059120009.0,Dyker Heights,POINT (-74.01672 40.62859),"7201 8th Avenue, BROOKLYN, NY 11228",013200
OLDER ADULT CENTER CONTRACTS,C8311,JASA WILLIAMSBURG OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,202 Graham Avenue,BROOKLYN,NY,11206,BROOKLYN,718-388-6865,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.708879,-73.943443,301.0,34.0,493.0,3344974.0,3030260001.0,Bushwick South,POINT (-73.943443 40.708879),"202 Graham Avenue, BROOKLYN, NY 11206",049302
OLDER ADULT CENTER CONTRACTS,W2402,WASHINGTON LEXINGTON SATELLITE (W24),UNION SETTLEMENT ASSOCIATION,1775 Third Avenue,NEW YORK,NY,10029,MANHATTAN,212-828-6115,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.786574,-73.948303,111.0,8.0,15602.0,1079203.0,1016470001.0,East Harlem South,POINT (-73.948303 40.786574),"1775 Third Avenue, NEW YORK, NY 10029",015602
OLDER ADULT CENTER CONTRACTS,C2101,CPC BROOKLYN SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,4101 8th Avenue,BROOKLYN,NY,11232,BROOKLYN,917-922-8382,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.64607,-73.998544,312.0,38.0,92.0,3018218.0,3009230009.0,Sunset Park East,POINT (-73.998544 40.64607),"4101 8th Avenue, BROOKLYN, NY 11232",009202
OLDER ADULT CENTER CONTRACTS,C8310,JASA VAN CORTLANDT OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,185 W. 231st Street,BRONX,NY,10463,BRONX,718-549-4700,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.878666,-73.904096,208.0,11.0,283.0,2016157.0,2032670076.0,Spuyten Duyvil-Kingsbridge,POINT (-73.904096 40.878666),"185 W. 231st Street, BRONX, NY 10463",028300
OLDER ADULT CENTER CONTRACTS,C6903,SAGE CTR AT STONEWALL HOUSE (BROOKLYN) (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,271 Myrtle Avenue,BROOKLYN,NY,11201,BROOKLYN,646-518-9744,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.693454,-73.978042,302.0,35.0,2901.0,,,Fort Greene,POINT (-73.978042 40.693454),"271 Myrtle Avenue, BROOKLYN, NY 11201",002901
OLDER ADULT CENTER CONTRACTS,C9601,BORO PARK Y OAC (C96),YOUNG MENS AND YOUNG WOMENS HEBREW ASSOCIATION OF BORO PARK,4912 14th Avenue,BROOKLYN,NY,11219,BROOKLYN,718-435-3804,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.63357,-73.99006,312.0,44.0,236.0,3328617.0,3056420042.0,Borough Park,POINT (-73.99006 40.63357),"4912 14th Avenue, BROOKLYN, NY 11219",023600
OLDER ADULT CENTER CONTRACTS,C9801,CROWN HEIGHTS PRESERVATION COMMITTEE CORP (C98),CROWN HEIGHTS PRESERVATION CORP,483 Albany Avenue,BROOKLYN,NY,11203,BROOKLYN,718-774-9213,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.663388,-73.939975,309.0,40.0,331.0,3038418.0,3014267501.0,Crown Heights South,POINT (-73.939975 40.663388),"483 Albany Avenue, BROOKLYN, NY 11203",033100
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6101,COMMONPOINT QUEENS CLEARVIEW GARDENS NORC (N61),COMMONPOINT QUEENS,163-59 17TH AVENUE,FLUSHING,NY,11357,QUEENS,718-352-4157,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.782976,-73.798982,407.0,19.0,1017.0,4444920.0,4057300001.0,Ft. Totten-Bay Terrace-Clearview,POINT (-73.798982 40.782976),"163-59 17TH AVENUE, FLUSHING, NY 11357",101700
OLDER ADULT CENTER CONTRACTS,C8302,JASA BAY EDEN OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1220 East 229th Street,BRONX,NY,10466,BRONX,718-882-3815,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.884011,-73.842204,212.0,12.0,460.0,2093741.0,2049050360.0,Eastchester-Edenwald-Baychester,POINT (-73.842204 40.884011),"1220 East 229th Street, BRONX, NY 10466",046000
OLDER ADULT CENTER CONTRACTS,C0102,AGUDATH ISRAEL MORIAH OLDER ADULT LUNCHEON CLUB (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,90 Bennett Avenue,NEW YORK,NY,10033,MANHATTAN,212-923-5715,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.853017,-73.935379,112.0,10.0,271.0,1064436.0,1021800172.0,Washington Heights North,POINT (-73.935379 40.853017),"90 Bennett Avenue, NEW YORK, NY 10033",027100
OLDER ADULT CENTER CONTRACTS,C4902,KOREAN COMMUNITY SERVICES FLUSHING + SATELLITE MN9 (C49),KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK INC,42-15 166th Street,FLUSHING,NY,11358,QUEENS,718-886-8203,Y,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,5:00,0:00,0:00,0:00,0:00,40.75939,-73.800335,407.0,19.0,1185.0,4439629.0,4053970006.0,East Flushing,POINT (-73.800335 40.75939),"42-15 166th Street, FLUSHING, NY 11358",118500
OLDER ADULT CENTER CONTRACTS,C1102,BRONXWORKS E. ROBERTS MOORE OAC (C11),BRONXWORKS INC,515 Jackson Avenue,BRONX,NY,10455,BRONX,718-665-5559,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.812353,-73.909401,201.0,8.0,35.0,2091284.0,2025570083.0,Mott Haven-Port Morris,POINT (-73.909401 40.812353),"515 Jackson Avenue, BRONX, NY 10455",003500
OLDER ADULT CENTER CONTRACTS,W1503,INDEPENDENCE PLAZA (W15),GREENWICH HOUSE INC.,310 Greenwich Street,NEW YORK,NY,10013,MANHATTAN,212-267-0499,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.717604,-74.010667,101.0,1.0,39.0,1083243.0,1001420025.0,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.010667 40.717604),"310 Greenwich Street, NEW YORK, NY 10013",003900
ELDER ABUSE SERVICES CONTRACTS,1E401,JASA - ELDER JUSTICE - BK NORTH (1E4),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,202 Graham Avenue,BROOKLYN,NY,11206,BROOKLYN,212-273-5200,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.708879,-73.943443,301.0,34.0,493.0,3344974.0,3030260001.0,Bushwick South,POINT (-73.943443 40.708879),"202 Graham Avenue, BROOKLYN, NY 11206",049302
OLDER ADULT CENTER CONTRACTS,C5301,OCEAN BAY CDC OLDER ADULT CENTER (C53),OCEAN BAY COMMUNITY DEVELOPMENT CORPORATION,57-17 Shore Front Parkway,FAR ROCKAWAY,NY,11693,QUEENS,718-945-8640,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.588954,-73.78843,414.0,31.0,97202.0,4536732.0,4159260001.0,Hammels-Arverne-Edgemere,POINT (-73.78843 40.588954),"57-17 Shore Front Parkway, FAR ROCKAWAY, NY 11693",097202
OLDER ADULT CENTER CONTRACTS,C6904,EDIE WINDSOR SAGE CENTER (C69),SERVICES AND ADVOCACY FOR GAYLESBIANBISEXUAL AND TRANSGEND,305 7th Avenue,NEW YORK,NY,10001,MANHATTAN,646-576-8669,Y,11:00,8:00,11:00,8:00,11:00,8:00,11:00,8:00,11:00,8:00,0:00,0:00,0:00,0:00,40.746817,-73.993655,105.0,3.0,95.0,1015060.0,1008037502.0,Midtown-Midtown South,POINT (-73.993655 40.746817),"305 7th Avenue, NEW YORK, NY 10001",009500
OLDER ADULT CENTER CONTRACTS,C3501,GRACE AGARD HAREWOOD OAC (C35),FORT GREENE COUNCIL,19 Rogers Avenue,BROOKLYN,NY,11216,BROOKLYN,718-638-6910,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.676909,-73.952667,308.0,36.0,315.0,3030302.0,3012120006.0,Crown Heights North,POINT (-73.952667 40.676909),"19 Rogers Avenue, BROOKLYN, NY 11216",031500
OLDER ADULT CENTER CONTRACTS,W2404,WAGNER SATELLITE (W24),UNION SETTLEMENT ASSOCIATION,435 East 120th Street,NEW YORK,NY,10035,MANHATTAN,212-987-2980,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.798041,-73.932186,111.0,8.0,192.0,1081287.0,1018080001.0,East Harlem North,POINT (-73.932186 40.798041),"435 East 120th Street, NEW YORK, NY 10035",019200
HOME DELIVERED MEAL SERVICE CONTRACTS,42G01,JASA HDM QN14 (42G),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,131 Beach 19th Street,FAR ROCKAWAY,NY,11691,QUEENS,718-769-7455,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.593761,-73.753207,414.0,31.0,99802.0,4301622.0,4158100055.0,Far Rockaway-Bayswater,POINT (-73.753207 40.593761),"131 Beach 19th Street, FAR ROCKAWAY, NY 11691",099802
OLDER ADULT CENTER CONTRACTS,CC301,ROBERT COUCHE OLDER ADULT CENTER (CC3),MERRILL PARK CIVIC ASSOCIATION OF SPRINGFIELD GARDENS INC,137-57 Farmers Boulevard,JAMAICA,NY,11434,QUEENS,718-978-8352,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.67251,-73.764138,412.0,31.0,330.0,4280089.0,4130200013.0,Springfield Gardens North,POINT (-73.764138 40.67251),"137-57 Farmers Boulevard, JAMAICA, NY 11434",033000
OLDER ADULT CENTER CONTRACTS,C2901,DORCHESTER SENIOR CITIZENS CENTER OAC (C29),DORCHESTER SENIOR CITIZENS CENTER INC,1419 Dorchester Road,BROOKLYN,NY,11226,BROOKLYN,718-941-6700,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.638972,-73.964689,314.0,40.0,520.0,3118688.0,3051570035.0,Flatbush,POINT (-73.964689 40.638972),"1419 Dorchester Road, BROOKLYN, NY 11226",052000
OLDER ADULT CENTER CONTRACTS,C3102,EAST SIDE HOUSE MELROSE OLDER ADULT CENTER (C31),EAST SIDE HOUSE INC,372 E152 Street,BRONX,NY,10455,BRONX,718-665-2280,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.818516,-73.91793,201.0,17.0,67.0,2090413.0,2023980014.0,Melrose South-Mott Haven North,POINT (-73.91793 40.818516),"372 E152 Street, BRONX, NY 10455",006700
TRANSPORTATION SERVICES CONTRACTS,53801,CASC - TRAN INDIVIDUAL RIDES - STATEN ISLAND (538),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.642992,-74.076954,501.0,49.0,3.0,5000084.0,5000080060.0,West New Brighton-New Brighton-St. George,POINT (-74.076954 40.642992),"120 Stuyvesant Place Suite 409, STATEN ISLAND, NY 10301",000300
OLDER ADULT CENTER CONTRACTS,C2801,CYPRESS HILLS FULTON STREET SENIOR CITIZENS CENTER (C28),CYPRESS HILLS-FULTON STREET SENIOR CITIZENS CENTER INC,3208 Fulton Street,BROOKLYN,NY,11208,BROOKLYN,718-235-0064,Y,8:15,4:15,8:15,4:15,8:15,4:15,8:15,4:15,8:15,4:15,0:00,0:00,0:00,0:00,40.682337,-73.876771,305.0,37.0,1178.0,3092631.0,3041400013.0,Cypress Hills-City Line,POINT (-73.876771 40.682337),"3208 Fulton Street, BROOKLYN, NY 11208",117800
OLDER ADULT CENTER CONTRACTS,W1505,WESTBETH (W15),GREENWICH HOUSE INC.,155 Bank Street,NEW YORK,NY,10014,MANHATTAN,212-255-5191,Y,0:00,0:00,9:00,6:00,9:00,6:00,9:00,6:00,9:00,5:00,9:00,1:00,0:00,0:00,40.736095,-74.009205,102.0,3.0,79.0,1012047.0,1006390001.0,West Village,POINT (-74.009205 40.736095),"155 Bank Street, NEW YORK, NY 10014",007900
OLDER ADULT CENTER CONTRACTS,C1103,BRONXWORKS EAST CONCOURSE (MY SPOT/MI RINCON OAC) (C11),BRONXWORKS INC,236 East Tremont Avenue,BRONX,NY,10457,BRONX,718-731-6300,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.848936,-73.904562,205.0,15.0,23302.0,2007599.0,2028040021.0,Mount Hope,POINT (-73.904562 40.848936),"236 East Tremont Avenue, BRONX, NY 10457",023302
OLDER ADULT CENTER CONTRACTS,C8309,JASA THROGGS NECK OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2705 Schley Avenue,BRONX,NY,10465,BRONX,718-823-1771,Y,7:00,3:00,7:00,3:00,7:00,3:00,7:00,3:00,7:00,3:00,0:00,0:00,0:00,0:00,40.821662,-73.827061,210.0,13.0,144.0,2080423.0,2055680050.0,Schuylerville-Throgs Neck-Edgewater Park,POINT (-73.827061 40.821662),"2705 Schley Avenue, BRONX, NY 10465",014400
